,age,father,mother
8901,0,Valid Skip,No
8902,0,No,No
8903,0,No,No
8904,0,No,No
8905,19,No,No
8906,0,No,No
8907,0,No,No
8908,18,Valid Skip,No
8909,0,No,No
8910,23,No,No
8911,0,Non Interview,Non Interview
8912,0,Yes,No
8913,0,No,No
8914,0,Non Interview,Non Interview
8915,0,No,No
8916,0,No,No
8917,0,No,No
8918,0,Yes,No
8919,0,Yes,No
8920,0,Non Interview,Non Interview
8921,0,No,No
8922,0,Non Interview,Non Interview
8923,0,No,No
8924,0,No,No
8925,0,Don't Know,No
8926,0,No,No
8927,0,No,No
8928,0,Non Interview,Non Interview
8929,19,No,No
8930,0,Non Interview,Non Interview
8931,0,Don't Know,No
8932,0,No,No
8933,0,No,No
8934,0,No,No
8935,0,No,No
8936,0,No,No
8937,0,No,No
8938,0,No,No
8939,0,No,No
8940,0,No,No
8941,20,No,Yes
8942,0,No,No
8943,0,No,No
8944,0,Non Interview,Non Interview
8945,0,Non Interview,Non Interview
8946,0,No,No
8947,0,No,No
8948,0,No,No
8949,30,No,No
8950,19,Yes,No
8951,0,Yes,No
8952,0,No,No
8953,0,No,No
8954,0,Non Interview,Non Interview
8955,0,No,No
8956,31,No,No
8957,18,Don't Know,No
8958,0,Don't Know,No
8959,0,Non Interview,Non Interview
8960,0,No,No
8961,0,No,No
8962,0,No,No
8963,0,No,No
8964,0,No,No
8965,32,Yes,No
8966,0,No,No
8967,0,Don't Know,No
8968,28,Yes,No
8969,0,No,No
8970,0,No,No
8971,20,No,No
8972,0,No,No
8973,0,No,No
8974,0,No,No
8975,0,No,No
8976,0,No,No
8977,0,No,No
8978,0,Non Interview,Non Interview
8979,0,No,No
8980,0,No,No
8981,0,No,No
8982,0,No,No
8983,0,No,No
